Player,,Loan: start/end,Age,Nationality,Region Nat,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Artem Dovbyk,In,No,26,Ukraine,Europe,Centre-Forward,"15,000,000",SK Dnipro-1,"Premier Liga, Ukraine","Europe, ex. Top Leagues",Ukraine,First Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,,7750000,300
Dara O'Shea,In,No,24,Ireland,Europe,Centre-Back,"5,000,000",West Brom,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,Burnley,"Premier League, England",Top,England,First Tier,,7800000,559
Matteo Cancellieri,Inside,No,21,Italy,Europe,Right Winger,"5,000,000",Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,Lazio,"Serie A, Italy",Top,Italy,First Tier,,7960000,1751
Matteo Cancellieri,Inside,No,21,Italy,Europe,Right Winger,"5,000,000",Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,Lazio,"Serie A, Italy",Top,Italy,First Tier,,7960000,1752
Philipp Köhn,In,No,25,Switzerland,Europe,Goalkeeper,"4,500,000",RB Salzburg,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,Monaco,"Ligue 1, France",Top,France,First Tier,,8000000,2097
Borna Sosa,Out,No,25,Croatia,Europe,Left-Back,"12,000,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Ajax,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,8000000,386
Vaclav Cerny,In,No,25,Czech Republic,Europe,Right Winger,"8,000,000",Twente FC,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,8000000,2549
Geoffrey Kondogbia,Inside,No,30,Central African Republic,Africa,Defensive Midfield,"14,000,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,8000000,879
Sergi Darder,In,No,29,Spain,Europe,Central Midfield,"16,000,000",Espanyol,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,,8000000,2346
Jorge de Frutos,In,No,26,Spain,Europe,Right Winger,"8,000,000",Levante,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,Rayo Vallecano,"LaLiga, Spain",Top,Spain,First Tier,,8000000,1263
Tiago Tomás,In,No,21,Portugal,Europe,Centre-Forward,"7,000,000",Sporting CP,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,8000000,2471
Franck Honorat,Inside,No,26,France,Europe,Right Winger,"10,000,000",Stade Brestois,"Ligue 1, France",Top,France,First Tier,Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,,8000000,838
Moritz Jenz,Inside,No,24,Germany,Europe,Centre-Back,"7,500,000",FC Lorient,"Ligue 1, France",Top,France,First Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,8000000,1882
Luis Suárez,Inside,No,25,Colombia,South America,Centre-Forward,"8,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,UD Almería,"LaLiga, Spain",Top,Spain,First Tier,,8000000,1562
Isaak Touré,Inside,No,20,France,Europe,Centre-Back,"6,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,,8000000,1044
Musa Barrow,Out,No,24,The Gambia,Africa,Left Winger,"11,000,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Al-Taawoun,Saudi Pro League,Asia,Saudi Arabia,First Tier,,8000000,1902
Luca Lipani,Inside,No,18,Italy,Europe,Defensive Midfield,"4,000,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Sassuolo,"Serie A, Italy",Top,Italy,First Tier,,8000000,1519
Yankuba Minteh,In,No,18,The Gambia,Africa,Right Winger,"2,000,000",Odense BK,"Superligaen, Denmark","Europe, ex. Top Leagues",Denmark,First Tier,Newcastle,"Premier League, England",Top,England,First Tier,,8000000,2623
Max Aarons,In,No,23,England,Europe,Right-Back,"16,000,000",Norwich,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,Bournemouth,"Premier League, England",Top,England,First Tier,,8100000,1786
Ethan Ampadu,Out,No,22,Wales,Europe,Defensive Midfield,"9,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Leeds,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,8100000,742
Matt Turner,Inside,No,29,United States,North America,Goalkeeper,"10,000,000",Arsenal,"Premier League, England",Top,England,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,8150000,1748
Rodrigo Becão,Out,No,27,Brazil,South America,Centre-Back,"11,000,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Fenerbahce,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,8310000,2210
Nico González,Out,No,21,Spain,Europe,Central Midfield,"10,000,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,FC Porto,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,8400000,1943
Conor Coady,Out,No,30,England,Europe,Centre-Back,"12,000,000",Wolves,"Premier League, England",Top,England,First Tier,Leicester,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,8700000,521
Thomas Cannon,Out,No,20,Ireland,Europe,Centre-Forward,"5,000,000",Everton,"Premier League, England",Top,England,First Tier,Leicester,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,8800000,2456
Hugo Larsson,In,No,19,Sweden,Europe,Central Midfield,"9,000,000",Malmö FF,"Allsvenskan, Sweden","Europe, ex. Top Leagues",Sweden,First Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,9000000,998
Sam Beukema,In,No,24,Netherlands,Europe,Centre-Back,"10,000,000",AZ Alkmaar,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,Bologna,"Serie A, Italy",Top,Italy,First Tier,,9000000,2274
Willian Pacho,In,No,21,Ecuador,South America,Centre-Back,"11,000,000",Royal Antwerp,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,9000000,2603
Serhou Guirassy,Inside,No,27,Guinea,Africa,Centre-Forward,"14,000,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,,9000000,2364
Julian Draxler,Out,No,29,Germany,Europe,Left Winger,"6,000,000",Paris SG,"Ligue 1, France",Top,France,First Tier,Al-Ahli SC,Qatar Stars League,Asia,Qatar,First Tier,,9000000,1320
Dan Ndoye,In,No,22,Switzerland,Europe,Right Winger,"8,500,000",FC Basel,"Super League, Swiss","Europe, ex. Top Leagues",Switzerland,First Tier,Bologna,"Serie A, Italy",Top,Italy,First Tier,,9000000,538
Demarai Gray,Out,No,27,Jamaica,North America,Left Winger,"20,000,000",Everton,"Premier League, England",Top,England,First Tier,Al-Ettifaq,Saudi Pro League,Asia,Saudi Arabia,First Tier,,9300000,596
Davinson Sánchez,Out,No,27,Colombia,South America,Centre-Back,"14,000,000",Tottenham,"Premier League, England",Top,England,First Tier,Galatasaray,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,9500000,585
Fred,Out,No,30,Brazil,South America,Central Midfield,"20,000,000",Man Utd,"Premier League, England",Top,England,First Tier,Fenerbahce,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,9740000,847
Dodi Lukébakio,In,No,25,Belgium,Europe,Right Winger,"12,000,000",Hertha BSC,"2. Bundesliga, German","Europe, ex. Top Leagues",Germany,Second Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,,10000000,651
Jonas Hofmann,Inside,No,30,Germany,Europe,Right Winger,"13,000,000",Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,,10000000,1228
Alexander Sørloth,Inside,No,27,Norway,Europe,Centre-Forward,"12,000,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Villarreal,"LaLiga, Spain",Top,Spain,First Tier,,10000000,129
Djibril Sow,Inside,No,26,Switzerland,Europe,Central Midfield,"22,000,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,,10000000,649
Mitchel Bakker,Inside,No,23,Netherlands,Europe,Left Midfield,"9,000,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,,10000000,1854
Natan,In,No,22,Brazil,South America,Centre-Back,"10,000,000",RB Bragantino,Campeonato Brasileiro Série A,South America,Brazil,First Tier,SSC Napoli,"Serie A, Italy",Top,Italy,First Tier,,10000000,1919
Sergio Canales,Out,No,32,Spain,Europe,Attacking Midfield,"13,000,000",Real Betis,"LaLiga, Spain",Top,Spain,First Tier,Monterrey,"Liga MX Apertura, Mexico",North America,Mexico,First Tier,,10000000,2355
Farès Chaïbi,Inside,No,20,Algeria,Africa,Left Winger,"10,000,000",Toulouse,"Ligue 1, France",Top,France,First Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,10000000,772
Mauro Icardi,Out,No,30,Argentina,South America,Centre-Forward,"20,000,000",Paris SG,"Ligue 1, France",Top,France,First Tier,Galatasaray,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,10000000,1785
Dilane Bakwa,In,No,20,France,Europe,Left Winger,"4,000,000",G. Bordeaux,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,R. Strasbourg,"Ligue 1, France",Top,France,First Tier,,10000000,630
Junior Mwanga,In,No,20,France,Europe,Centre-Back,"4,000,000",G. Bordeaux,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,R. Strasbourg,"Ligue 1, France",Top,France,First Tier,,10000000,1338
Brenner,In,No,23,Brazil,South America,Centre-Forward,"8,000,000",Cincinnati,"Major League Soccer, US",North America,US,First Tier,Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,,10000000,409
Wilfried Singo,Inside,No,22,Cote d'Ivoire,Africa,Right-Back,"12,000,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Monaco,"Ligue 1, France",Top,France,First Tier,,10000000,2595
Ruslan Malinovskyi,Inside,No,30,Ukraine,Europe,Attacking Midfield,"10,000,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,10000000,2243
Nicolás Domínguez,Inside,No,25,Argentina,South America,Central Midfield,"17,000,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,10000000,1952
Kristjan Asllani,Inside,No,21,Albania,Europe,Defensive Midfield,"12,000,000",FC Empoli,"Serie A, Italy",Top,Italy,First Tier,Inter,"Serie A, Italy",Top,Italy,First Tier,,10000000,1429
Fabiano Parisi,Inside,No,22,Italy,Europe,Left-Back,"10,000,000",FC Empoli,"Serie A, Italy",Top,Italy,First Tier,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,10000000,750
Andrea Petagna,Inside,No,28,Italy,Europe,Centre-Forward,"7,500,000",SSC Napoli,"Serie A, Italy",Top,Italy,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,10000000,194
Daniel Boloca,Inside,No,24,Romania,Europe,Central Midfield,"8,000,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Sassuolo,"Serie A, Italy",Top,Italy,First Tier,,10000000,542
M'Bala Nzola,In,No,26,Angola,Africa,Centre-Forward,"10,000,000",Spezia Calcio,"Serie B, Italy","Europe, ex. Top Leagues",Italy,Second Tier,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,10000000,1590
Tomas Cvancara,In,No,22,Czech Republic,Europe,Centre-Forward,"4,000,000",Sparta Prague,"Fortuna Liga, Czech","Europe, ex. Top Leagues",Czech,First Tier,Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,,10500000,2511
Anton Stach,Inside,No,24,Germany,Europe,Central Midfield,"15,000,000",1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,,11000000,261
Ricardo Pepi,Out,No,20,United States,North America,Centre-Forward,"9,000,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,PSV Eindhoven,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,11000000,2173
Jesper Karlsson,In,No,25,Sweden,Europe,Left Winger,"14,000,000",AZ Alkmaar,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,Bologna,"Serie A, Italy",Top,Italy,First Tier,,11000000,1178
Boubacar Traoré,Inside,No,21,Mali,Africa,Defensive Midfield,"5,000,000",FC Metz,"Ligue 1, France",Top,France,First Tier,Wolves,"Premier League, England",Top,England,First Tier,,11000000,388
Justin Kluivert,Inside,No,24,Netherlands,Europe,Left Winger,"14,000,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,Bournemouth,"Premier League, England",Top,England,First Tier,,11200000,1343
Timothy Weah,Inside,No,23,United States,North America,Right Midfield,"14,000,000",LOSC Lille,"Ligue 1, France",Top,France,First Tier,Juventus,"Serie A, Italy",Top,Italy,First Tier,,11300000,2494
Harry Winks,Out,No,27,England,Europe,Defensive Midfield,"10,000,000",Tottenham,"Premier League, England",Top,England,First Tier,Leicester,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,11600000,981
Keito Nakamura,In,No,23,Japan,Asia,Left Winger,"8,000,000",LASK,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,12000000,1375
Murillo,In,No,21,Brazil,South America,Centre-Back,"9,000,000",Corinthians,Campeonato Brasileiro Série A,South America,Brazil,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,12000000,1901
Lucas Beltrán,In,No,22,Argentina,South America,Centre-Forward,"12,000,000",River Plate,"Copa de la Liga Profesional de Fútbol, Argentina",South America,Argentina,League Cup,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,12000000,1533
Mateo Retegui,In,No,24,Italy,Europe,Centre-Forward,"16,000,000",Tigre,"Copa de la Liga Profesional de Fútbol, Argentina",South America,Argentina,League Cup,Genoa,"Serie A, Italy",Top,Italy,First Tier,,12000000,1722
Anastasios Douvikas,In,No,24,Greece,Europe,Centre-Forward,"9,000,000",FC Utrecht,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,12000000,165
Mohamed Daramy,In,No,21,Denmark,Europe,Left Winger,"6,000,000",Ajax,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,12000000,1859
Joseph Okumu,In,No,26,Kenya,Africa,Centre-Back,"4,000,000",KAA Gent,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,12000000,1285
Santiago Bueno,Inside,No,24,Uruguay,South America,Centre-Back,"8,000,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Wolves,"Premier League, England",Top,England,First Tier,,12000000,2315
Boulaye Dia,Inside,No,26,Senegal,Africa,Centre-Forward,"25,000,000",Villarreal,"LaLiga, Spain",Top,Spain,First Tier,Salernitana,"Serie A, Italy",Top,Italy,First Tier,,12000000,391
Loïc Badé,Inside,No,23,France,Europe,Centre-Back,"12,000,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,,12000000,1485
Jens Cajuste,Inside,No,24,Sweden,Europe,Central Midfield,"10,000,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,SSC Napoli,"Serie A, Italy",Top,Italy,First Tier,,12000000,1162
Wilson Odobert,In,No,18,France,Europe,Right Winger,"9,000,000",Troyes,"Ligue 2, France","Europe, ex. Top Leagues",France,Second Tier,Burnley,"Premier League, England",Top,England,First Tier,,12000000,2605
Joakim Maehle,Inside,No,26,Denmark,Europe,Right-Back,"14,000,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,12000000,1187
Jerdy Schouten,Out,No,26,Netherlands,Europe,Defensive Midfield,"12,000,000",Bologna,"Serie A, Italy",Top,Italy,First Tier,PSV Eindhoven,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,12000000,1168
Matteo Pessina,Inside,No,26,Italy,Europe,Central Midfield,"15,000,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,12000000,1759
Gustav Isaksen,In,No,22,Denmark,Europe,Right Winger,"12,000,000",FC Midtjylland,"Superligaen, Denmark","Europe, ex. Top Leagues",Denmark,First Tier,Lazio,"Serie A, Italy",Top,Italy,First Tier,,12000000,953
Attila Szalai,In,No,25,Hungary,Europe,Centre-Back,"14,000,000",Fenerbahce,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,,12300000,323
Vini Souza,In,No,24,Brazil,South America,Defensive Midfield,"12,000,000",Lommel SK,"Challenger Pro League, Belgium","Europe, ex. Top Leagues",Belgium,Second Tier,Sheff Utd,"Premier League, England",Top,England,First Tier,,12500000,2581
Franck Kessié,Out,No,26,Cote d'Ivoire,Africa,Central Midfield,"25,000,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,Al-Ahli,Saudi Pro League,Asia,Saudi Arabia,First Tier,,12500000,839
Chermiti,In,No,19,Portugal,Europe,Centre-Forward,"9,000,000",Sporting CP,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,Everton,"Premier League, England",Top,England,First Tier,,12500000,477
Nikola Vlašić,Inside,No,25,Croatia,Europe,Attacking Midfield,"17,000,000",West Ham,"Premier League, England",Top,England,First Tier,Torino,"Serie A, Italy",Top,Italy,First Tier,,12800000,1979
Andrew Omobamidele,In,No,21,Ireland,Europe,Centre-Back,"11,000,000",Norwich,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,12850000,209
Emanuel Emegha,In,No,20,Netherlands,Europe,Centre-Forward,"8,000,000",Sturm Graz,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,R. Strasbourg,"Ligue 1, France",Top,France,First Tier,,13000000,707
Niclas Füllkrug,Inside,No,30,Germany,Europe,Centre-Forward,"13,000,000",Werder Bremen,"Bundesliga, German",Top,Germany,First Tier,Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,,13000000,1940
Mark Flekken,Inside,No,30,Netherlands,Europe,Goalkeeper,"12,000,000",SC Freiburg,"Bundesliga, German",Top,Germany,First Tier,Brentford,"Premier League, England",Top,England,First Tier,,13000000,1674
Ismaïla Sarr,In,No,25,Senegal,Africa,Right Winger,"20,000,000",Watford,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,13000000,1051
Timothy Castagne,In,No,27,Belgium,Europe,Right-Back,"17,000,000",Leicester,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,Fulham,"Premier League, England",Top,England,First Tier,,13000000,2493
Renan Lodi,Inside,No,25,Brazil,South America,Left-Back,"20,000,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,13000000,2166
Arsen Zakharyan,In,No,20,Russia,Europe,Attacking Midfield,"15,000,000",Dynamo Moscow,"Premier Liga, Russia","Europe, ex. Top Leagues",Russia,First Tier,Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,,13000000,299
Robin Gosens,Inside,No,29,Germany,Europe,Left Midfield,"15,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,13000000,2204
Sander Berge,Inside,No,25,Norway,Europe,Defensive Midfield,"20,000,000",Sheff Utd,"Premier League, England",Top,England,First Tier,Burnley,"Premier League, England",Top,England,First Tier,,13900000,2306
Noah Okafor,In,No,23,Switzerland,Europe,Centre-Forward,"20,000,000",RB Salzburg,"Bundesliga, Austria","Europe, ex. Top Leagues",Austria,First Tier,AC Milan,"Serie A, Italy",Top,Italy,First Tier,,14000000,1993
Mergim Berisha,Inside,No,25,Germany,Europe,Centre-Forward,"12,000,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,,14000000,1813
César Montes,In,No,26,Mexico,North America,Centre-Back,"8,000,000",Espanyol,"LaLiga2, Spain","Europe, ex. Top Leagues",Spain,Second Tier,UD Almería,"LaLiga, Spain",Top,Spain,First Tier,,14000000,462
Djordje Petrovic,In,No,23,Serbia,Europe,Goalkeeper,"9,000,000",New England,"Major League Soccer, US",North America,US,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,,14000000,650
Jordan Henderson,Out,No,33,England,Europe,Central Midfield,"10,000,000",Liverpool,"Premier League, England",Top,England,First Tier,Al-Ettifaq,Saudi Pro League,Asia,Saudi Arabia,First Tier,,14000000,1252
Andy Diouf,In,No,20,France,Europe,Central Midfield,"7,000,000",FC Basel,"Super League, Swiss","Europe, ex. Top Leagues",Switzerland,First Tier,Lens,"Ligue 1, France",Top,France,First Tier,,14000000,220
Jordan Beyer,Inside,No,23,Germany,Europe,Centre-Back,"16,000,000",Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,Burnley,"Premier League, England",Top,England,First Tier,,15000000,1251
Ângelo,In,No,18,Brazil,South America,Right Winger,"13,000,000",Santos,Campeonato Brasileiro Série A,South America,Brazil,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,,15000000,240
Mohammed Salisu,In,No,24,Ghana,Africa,Centre-Back,"18,000,000",Southampton,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,Monaco,"Ligue 1, France",Top,France,First Tier,,15000000,1868
Alejo Véliz,In,No,19,Argentina,South America,Centre-Forward,"11,000,000",Rosario Central,"Copa de la Liga Profesional de Fútbol, Argentina",South America,Argentina,League Cup,Tottenham,"Premier League, England",Top,England,First Tier,,15000000,74
Yannick Carrasco,Out,No,30,Belgium,Europe,Left Winger,"25,000,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,Al-Shabab,Saudi Pro League,Asia,Saudi Arabia,First Tier,,15000000,2631
El Chadaille Bitshiabu,Inside,No,18,France,Europe,Centre-Back,"7,000,000",Paris SG,"Ligue 1, France",Top,France,First Tier,RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,,15000000,692
Ludovic Blas,Inside,No,25,France,Europe,Attacking Midfield,"20,000,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,Stade Rennais,"Ligue 1, France",Top,France,First Tier,,15000000,1546
Jean-Ricner Bellegarde,Inside,No,25,France,Europe,Central Midfield,"15,000,000",R. Strasbourg,"Ligue 1, France",Top,France,First Tier,Wolves,"Premier League, England",Top,England,First Tier,,15000000,1153
